ASSET REGISTRY TEMPLATE,,,,,,,,,,,,,,,,,,,,,,
Office Type,Regional Office/ Division Office,Asset Classification,Asset Sub Class,UACS Object Code,Asset Item,Manufacturer,Model,Serial Number,Specification,Unit of Measure,Property Number,Current Condition,Source of Fund,Cost of Acquisition,Date of Acquisition,Estimated Total Life Years,Name of Accountable Officer,Asset Location,Service Center,Room Number,Remarks,Center Manager
DO,Marikina City,Machinery and Equipment,Other Machinery and Equipment,1060599000,Refrigerator fujidenzo,Not applicable,Not applicable,Not Applicable,Refrigerator fujidenzo,,63703,Operational and in good condition,Asset is Owned by LGU," 16,750.00 ",03/09/2017,5,Star Angel o. Siason,Fortune High School,Food Laboratory,BF1 - 2,Bread and Pastry production / SHS,
DO,Marikina City,Machinery and Equipment,Other Machinery and Equipment,1060599000,Stove with oven fujidenzo,Not applicable,Not applicable,Not Applicable,Stove with oven fujidenzo,,63666,Operational and in good condition,Asset is Owned by LGU," 34,500.00 ",03/09/2017,5,Star Angel o. Siason,Fortune High School,Food Laboratory,BF1 - 2,Bread and Pastry production / SHS,
DO,Marikina City,Machinery and Equipment,Other Machinery and Equipment,1060599000,Stove with oven fujidenzo,Not applicable,Not applicable,Not Applicable,Stove with oven fujidenzo,,63733,Operational and in good condition,Asset is Owned by LGU," 26,200.00 ",03/09/2017,5,Star Angel o. Siason,Fortune High School,Food Laboratory,BF1 - 2,Bread and Pastry production / SHS,
DO,Marikina City,Machinery and Equipment,Other Machinery and Equipment,1060599000,Gas range,Not applicable,Not applicable,Not Applicable,Gas range,,63659,Operational and in good condition,Asset is Owned by LGU," 18,500.00 ",03/09/2017,5,Star Angel o. Siason,Fortune High School,Food Laboratory,BF1 - 2,Bread and Pastry production / SHS,
DO,Marikina City,Machinery and Equipment,Other Machinery and Equipment,1060599000,Gas range,Not applicable,Not applicable,Not Applicable,Gas range,,63723,Operational and in good condition,Asset is Owned by LGU," 18,500.00 ",03/09/2017,5,Star Angel o. Siason,Fortune High School,Food Laboratory,BF1 - 2,Bread and Pastry production / SHS,
DO,Marikina City,Machinery and Equipment,Other Machinery and Equipment,1060599000,Digital weighing scale,Not applicable,Not applicable,Not Applicable,Digital weighing scale,,63649,Operational and in good condition,Asset is Owned by LGU," 21,500.00 ",03/09/2017,5,Star Angel o. Siason,Fortune High School,Food Laboratory,BF1 - 2,Bread and Pastry production / SHS,
DO,Marikina City,Machinery and Equipment,Other Machinery and Equipment,1060599000,Digital weighing scale,Not applicable,Not applicable,Not Applicable,Digital weighing scale,,63650,Operational and in good condition,Asset is Owned by LGU," 21,500.00 ",03/09/2017,5,Star Angel o. Siason,Fortune High School,Food Laboratory,BF1 - 2,Bread and Pastry production / SHS,
DO,Marikina City,Machinery and Equipment,Other Machinery and Equipment,1060599000,Digital weighing scale,Not applicable,Not applicable,Not Applicable,Digital weighing scale,,63651,Operational and in good condition,Asset is Owned by LGU," 21,500.00 ",03/09/2017,5,Star Angel o. Siason,Fortune High School,Food Laboratory,BF1 - 2,Bread and Pastry production / SHS,
DO,Marikina City,Machinery and Equipment,Other Machinery and Equipment,1060599000,Digital weighing scale,Not applicable,Not applicable,Not Applicable,Digital weighing scale,,63652,Operational and in good condition,Asset is Owned by LGU," 21,500.00 ",03/09/2017,5,Star Angel o. Siason,Fortune High School,Food Laboratory,BF1 - 2,Bread and Pastry production / SHS,
DO,Marikina City,Machinery and Equipment,Other Machinery and Equipment,1060599000,Kitchen trolley,Not applicable,Not applicable,Not Applicable,Kitchen trolley,,63596,Operational and in good condition,Asset is Owned by LGU," 17,500.00 ",03/09/2017,5,Star Angel o. Siason,Fortune High School,Food Laboratory,BF1 - 2,Bread and Pastry production / SHS,
DO,Marikina City,Machinery and Equipment,Other Machinery and Equipment,1060599000,Stainless working table #2,Not applicable,Not applicable,Not Applicable,Stainless working table #2,,63621,Operational and in good condition,Asset is Owned by LGU," 24,500.00 ",03/09/2017,5,Star Angel o. Siason,Fortune High School,Food Laboratory,BF1 - 2,Bread and Pastry production / SHS,
DO,Marikina City,Machinery and Equipment,Other Machinery and Equipment,1060599000,Stainless working table #2,Not applicable,Not applicable,Not Applicable,Stainless working table #2,,63622,Operational and in good condition,Asset is Owned by LGU," 24,500.00 ",03/09/2017,5,Star Angel o. Siason,Fortune High School,Food Laboratory,BF1 - 2,Bread and Pastry production / SHS,
DO,Marikina City,Machinery and Equipment,Other Machinery and Equipment,1060599000,Stainless working table #2,Not applicable,Not applicable,Not Applicable,Stainless working table #2,,63623,Operational and in good condition,Asset is Owned by LGU," 24,500.00 ",03/09/2017,5,Star Angel o. Siason,Fortune High School,Food Laboratory,BF1 - 2,Bread and Pastry production / SHS,
DO,Marikina City,Machinery and Equipment,Other Machinery and Equipment,1060599000,Stainless working table #2,Not applicable,Not applicable,Not Applicable,Stainless working table #2,,63624,Operational and in good condition,Asset is Owned by LGU," 24,500.00 ",03/09/2017,5,Star Angel o. Siason,Fortune High School,Food Laboratory,BF1 - 2,Bread and Pastry production / SHS,
DO,Marikina City,Machinery and Equipment,Other Machinery and Equipment,1060599000,Cooling rack,Not applicable,Not applicable,Not Applicable,Cooling rack,,63588,Operational and in good condition,Asset is Owned by LGU," 3,500.00 ",03/09/2017,5,Star Angel o. Siason,Fortune High School,Food Laboratory,BF1 - 2,Bread and Pastry production / SHS,
DO,Marikina City,Machinery and Equipment,Other Machinery and Equipment,1060599000,Cooling rack,Not applicable,Not applicable,Not Applicable,Cooling rack,,63589,Operational and in good condition,Asset is Owned by LGU," 3,500.00 ",03/09/2017,5,Star Angel o. Siason,Fortune High School,Food Laboratory,BF1 - 2,Bread and Pastry production / SHS,
DO,Marikina City,Machinery and Equipment,Other Machinery and Equipment,1060599000,Planetary mixer for dough,Not applicable,Not applicable,Not Applicable,Planetary mixer for dough,,63504,Operational and in good condition,Asset is Owned by LGU," 21,500.00 ",03/09/2017,5,Star Angel o. Siason,Fortune High School,Food Laboratory,BF1 - 2,Bread and Pastry production / SHS,
DO,Marikina City,Machinery and Equipment,Other Machinery and Equipment,1060599000,Planetary mixer for dough,Not applicable,Not applicable,Not Applicable,Planetary mixer for dough,,63505,Operational and in good condition,Asset is Owned by LGU," 21,500.00 ",03/09/2017,5,Star Angel o. Siason,Fortune High School,Food Laboratory,BF1 - 2,Bread and Pastry production / SHS,
DO,Marikina City,Machinery and Equipment,Other Machinery and Equipment,1060599000,Cake decorating airbrush with compressor,Not applicable,Not applicable,Not Applicable,Cake decorating airbrush with compressor,,63546,Operational and in good condition,Asset is Owned by LGU," 7,000.00 ",03/09/2017,5,Star Angel o. Siason,Fortune High School,Food Laboratory,BF1 - 2,Bread and Pastry production / SHS,
DO,Marikina City,Machinery and Equipment,Other Machinery and Equipment,1060599000,Cake decorating airbrush with compressor,Not applicable,Not applicable,Not Applicable,Cake decorating airbrush with compressor,,63547,Operational and in good condition,Asset is Owned by LGU," 7,000.00 ",03/09/2017,5,Star Angel o. Siason,Fortune High School,Food Laboratory,BF1 - 2,Bread and Pastry production / SHS,
DO,Marikina City,Machinery and Equipment,Other Machinery and Equipment,1060599000,Commercial mixer w/ attachments,Not applicable,Not applicable,Not Applicable,Commercial mixer w/ attachments,,63490,Operational and in good condition,Asset is Owned by LGU," 26,000.00 ",03/09/2017,5,Star Angel o. Siason,Fortune High School,Food Laboratory,BF1 - 2,Bread and Pastry production / SHS,
DO,Marikina City,Machinery and Equipment,Other Machinery and Equipment,1060599000,Commercial mixer w/ attachments,Not applicable,Not applicable,Not Applicable,Commercial mixer w/ attachments,,63491,Operational and in good condition,Asset is Owned by LGU," 26,000.00 ",03/09/2017,5,Star Angel o. Siason,Fortune High School,Food Laboratory,BF1 - 2,Bread and Pastry production / SHS,
DO,Marikina City,Machinery and Equipment,Other Machinery and Equipment,1060599000,Working table,Not applicable,Not applicable,Not Applicable,Working table,,63560,Operational and in good condition,Asset is Owned by LGU," 12,500.00 ",03/09/2017,5,Star Angel o. Siason,Fortune High School,Food Laboratory,BF1 - 2,Bread and Pastry production / SHS,
DO,Marikina City,Machinery and Equipment,Other Machinery and Equipment,1060599000,Working table,Not applicable,Not applicable,Not Applicable,Working table,,63561,Operational and in good condition,Asset is Owned by LGU," 12,500.00 ",03/09/2017,5,Star Angel o. Siason,Fortune High School,Food Laboratory,BF1 - 2,Bread and Pastry production / SHS,
DO,Marikina City,Machinery and Equipment,Other Machinery and Equipment,1060599000,Spiral mixer,Not applicable,Not applicable,Not Applicable,Spiral mixer,,63518,Operational and in good condition,Asset is Owned by LGU," 34,500.00 ",03/09/2017,5,Star Angel o. Siason,Fortune High School,Food Laboratory,BF1 - 2,Bread and Pastry production / SHS,
DO,Marikina City,Machinery and Equipment,Other Machinery and Equipment,1060599000,Spiral mixer,Not applicable,Not applicable,Not Applicable,Spiral mixer,,63518,Operational and in good condition,Asset is Owned by LGU," 34,500.00 ",03/09/2017,5,Star Angel o. Siason,Fortune High School,Food Laboratory,BF1 - 2,Bread and Pastry production / SHS,
DO,Marikina City,Machinery and Equipment,Other Machinery and Equipment,1060599000,Bread slicer machine,Not applicable,Not applicable,Not Applicable,Bread slicer machine,,63574,Operational and in good condition,Asset is Owned by LGU," 35,500.00 ",03/09/2017,5,Star Angel o. Siason,Fortune High School,Food Laboratory,BF1 - 2,Bread and Pastry production / SHS,
DO,Marikina City,Machinery and Equipment,Other Machinery and Equipment,1060599000,Bread slicer machine,Not applicable,Not applicable,Not Applicable,Bread slicer machine,,63575,Operational and in good condition,Asset is Owned by LGU," 35,500.00 ",03/09/2017,5,Star Angel o. Siason,Fortune High School,Food Laboratory,BF1 - 2,Bread and Pastry production / SHS,
DO,Marikina City,Machinery and Equipment,Other Machinery and Equipment,1060599000,Bread display showcase,Not applicable,Not applicable,Not Applicable,Bread display showcase,,63532,Operational and in good condition,Asset is Owned by LGU," 34,500.00 ",03/09/2017,5,Star Angel o. Siason,Fortune High School,Food Laboratory,BF1 - 2,Bread and Pastry production / SHS,
DO,Marikina City,Machinery and Equipment,Other Machinery and Equipment,1060599000,Bread display showcase,Not applicable,Not applicable,Not Applicable,Bread display showcase,,63533,Operational and in good condition,Asset is Owned by LGU," 34,500.00 ",03/09/2017,5,Star Angel o. Siason,Fortune High School,Food Laboratory,BF1 - 2,Bread and Pastry production / SHS,
DO,Marikina City,Machinery and Equipment,Other Machinery and Equipment,1060599000,Metal shelf rack 5 layers,Not applicable,Not applicable,Not Applicable,Metal shelf rack 5 layers,,58530,Operational and in good condition,Asset is Owned by LGU," 10,725.00 ",03/09/2017,5,Star Angel o. Siason,Fortune High School,Food Laboratory,BF1 - 2,Bread and Pastry production / SHS,
DO,Marikina City,Machinery and Equipment,Other Machinery and Equipment,1060599000,Metal shelf rack 5 layers,Not applicable,Not applicable,Not Applicable,Metal shelf rack 5 layers,,58531,Operational and in good condition,Asset is Owned by LGU," 10,725.00 ",03/09/2017,5,Star Angel o. Siason,Fortune High School,Food Laboratory,BF1 - 2,Bread and Pastry production / SHS,
DO,Marikina City,Machinery and Equipment,Other Machinery and Equipment,1060599000,Metal shelf rack 5 layers,Not applicable,Not applicable,Not Applicable,Metal shelf rack 5 layers,,58532,Operational and in good condition,Asset is Owned by LGU," 10,725.00 ",03/09/2017,5,Star Angel o. Siason,Fortune High School,Food Laboratory,BF1 - 2,Bread and Pastry production / SHS,
DO,Marikina City,Machinery and Equipment,Other Machinery and Equipment,1060599000,Metal shelf rack 5 layers,Not applicable,Not applicable,Not Applicable,Metal shelf rack 5 layers,,58533,Operational and in good condition,Asset is Owned by LGU," 10,725.00 ",03/09/2017,5,Star Angel o. Siason,Fortune High School,Food Laboratory,BF1 - 2,Bread and Pastry production / SHS,
DO,Marikina City,Machinery and Equipment,Other Machinery and Equipment,1060599000,Metal shelf rack 5 layers,Not applicable,Not applicable,Not Applicable,Metal shelf rack 5 layers,,58534,Operational and in good condition,Asset is Owned by LGU," 10,725.00 ",03/09/2017,5,Star Angel o. Siason,Fortune High School,Food Laboratory,BF1 - 2,Bread and Pastry production / SHS,
DO,Marikina City,Machinery and Equipment,Other Machinery and Equipment,1060599000,Stock burner,Not applicable,Not applicable,Not Applicable,Stock burner,,58535,Operational and in good condition,Asset is Owned by LGU," 13,705.00 ",03/09/2017,5,Star Angel o. Siason,Fortune High School,Food Laboratory,BF1 - 2,Bread and Pastry production / SHS,
DO,Marikina City,Machinery and Equipment,Other Machinery and Equipment,1060599000,Stock burner,Not applicable,Not applicable,Not Applicable,Stock burner,,58536,Operational and in good condition,Asset is Owned by LGU," 13,705.00 ",03/09/2017,5,Star Angel o. Siason,Fortune High School,Food Laboratory,BF1 - 2,Bread and Pastry production / SHS,
DO,Marikina City,Machinery and Equipment,Other Machinery and Equipment,1060599000,Deep fryer Electric,Not applicable,Not applicable,Not Applicable,Deep fryer Electric,,58537,Operational and in good condition,Asset is Owned by LGU," 13,050.00 ",03/09/2017,5,Star Angel o. Siason,Fortune High School,Food Laboratory,BF1 - 2,Bread and Pastry production / SHS,
DO,Marikina City,Machinery and Equipment,Other Machinery and Equipment,1060599000,Stainless sink double,Not applicable,Not applicable,Not Applicable,Stainless sink double,,58538,Operational and in good condition,Asset is Owned by LGU," 34,650.00 ",03/09/2017,5,Star Angel o. Siason,Fortune High School,Food Laboratory,BF1 - 2,Bread and Pastry production / SHS,
DO,Marikina City,Machinery and Equipment,Other Machinery and Equipment,1060599000,Storage cabinet,Not applicable,Not applicable,Not Applicable,Storage cabinet,,58539,Operational and in good condition,Asset is Owned by LGU," 37,125.00 ",03/09/2017,5,Star Angel o. Siason,Fortune High School,Food Laboratory,BF1 - 2,Bread and Pastry production / SHS,
DO,Marikina City,Machinery and Equipment,Other Machinery and Equipment,1060599000,Kitchen cart,Not applicable,Not applicable,Not Applicable,Kitchen cart,,58540,Operational and in good condition,Asset is Owned by LGU," 8,485.00 ",03/09/2017,5,Star Angel o. Siason,Fortune High School,Food Laboratory,BF1 - 2,Bread and Pastry production / SHS,
DO,Marikina City,Machinery and Equipment,Other Machinery and Equipment,1060599000,Kitchen cart,Not applicable,Not applicable,Not Applicable,Kitchen cart,,58541,Operational and in good condition,Asset is Owned by LGU," 8,485.00 ",03/09/2017,5,Star Angel o. Siason,Fortune High School,Food Laboratory,BF1 - 2,Bread and Pastry production / SHS,
DO,Marikina City,Machinery and Equipment,Information and Communication Technology Equipment,1060503000,TP link router TI-ER604W,Not applicable,Not applicable,Not Applicable,TP link router TI-ER604W,,61377,Operational and in good condition,Asset is Owned by LGU, N/A ,9/23/2016,5,Maricel M. Fajardo,Fortune High School,ICT Laboratory,BF1 - 8,ICT / SHS,
DO,Marikina City,Machinery and Equipment,Information and Communication Technology Equipment,1060503000,TP link router TI-ER604W,Not applicable,Not applicable,Not Applicable,TP link router TI-ER604W,,61378,Operational and in good condition,Asset is Owned by LGU, N/A ,9/23/2016,5,Maricel M. Fajardo,Fortune High School,ICT Laboratory,BF1 - 8,ICT / SHS,
DO,Marikina City,Machinery and Equipment,Information and Communication Technology Equipment,1060503000,TP Link TK-SG1024 24 port Gigabit switch,Not applicable,Not applicable,Not Applicable,TP Link TK-SG1024 24 port Gigabit switch,,61349,Operational and in good condition,Asset is Owned by LGU, N/A ,9/23/2016,5,Maricel M. Fajardo,Fortune High School,ICT Laboratory,BF1 - 8,ICT / SHS,
DO,Marikina City,Machinery and Equipment,Information and Communication Technology Equipment,1060503000,TP Link TK-SG1024 24 port Gigabit switch,Not applicable,Not applicable,Not Applicable,TP Link TK-SG1024 24 port Gigabit switch,,61350,Operational and in good condition,Asset is Owned by LGU, N/A ,9/23/2016,5,Maricel M. Fajardo,Fortune High School,ICT Laboratory,BF1 - 8,ICT / SHS,
DO,Marikina City,Machinery and Equipment,Information and Communication Technology Equipment,1060503000,Krone cut 5e PCB 24 port  patch panel black,Not applicable,Not applicable,Not Applicable,Krone cut 5e PCB 24 port  patch panel black,,61411,Operational and in good condition,Asset is Owned by LGU, N/A ,9/23/2016,5,Maricel M. Fajardo,Fortune High School,ICT Laboratory,BF1 - 8,ICT / SHS,
DO,Marikina City,Machinery and Equipment,Information and Communication Technology Equipment,1060503000,Krone cut 5e PCB 24 port  patch panel black,Not applicable,Not applicable,Not Applicable,Krone cut 5e PCB 24 port  patch panel black,,61412,Operational and in good condition,Asset is Owned by LGU, N/A ,9/23/2016,5,Maricel M. Fajardo,Fortune High School,ICT Laboratory,BF1 - 8,ICT / SHS,
DO,Marikina City,Machinery and Equipment,Information and Communication Technology Equipment,1060503000,Krone cut 5e PCB 24 port  patch panel black,Not applicable,Not applicable,Not Applicable,Krone cut 5e PCB 24 port  patch panel black,,61413,Operational and in good condition,Asset is Owned by LGU, N/A ,9/23/2016,5,Maricel M. Fajardo,Fortune High School,ICT Laboratory,BF1 - 8,ICT / SHS,
DO,Marikina City,Machinery and Equipment,Information and Communication Technology Equipment,1060503000,Krone cut 5e PCB 24 port  patch panel black,Not applicable,Not applicable,Not Applicable,Krone cut 5e PCB 24 port  patch panel black,,61414,Operational and in good condition,Asset is Owned by LGU, N/A ,9/23/2016,5,Maricel M. Fajardo,Fortune High School,ICT Laboratory,BF1 - 8,ICT / SHS,
DO,Marikina City,Machinery and Equipment,Information and Communication Technology Equipment,1060503000,Open bay Ray 5ft,Not applicable,Not applicable,Not Applicable,Open bay Ray 5ft,,61576,Operational and in good condition,Asset is Owned by LGU, N/A ,9/23/2016,5,Maricel M. Fajardo,Fortune High School,ICT Laboratory,BF1 - 8,ICT / SHS,
DO,Marikina City,Machinery and Equipment,Information and Communication Technology Equipment,1060503000,Open bay Ray 5ft,Not applicable,Not applicable,Not Applicable,Open bay Ray 5ft,,61577,Operational and in good condition,Asset is Owned by LGU, N/A ,9/23/2016,5,Maricel M. Fajardo,Fortune High School,ICT Laboratory,BF1 - 8,ICT / SHS,
DO,Marikina City,Machinery and Equipment,Information and Communication Technology Equipment,1060503000,TP link TL - WA9101ND 300 mbps wireless,Not applicable,Not applicable,Not Applicable,TP link TL - WA9101ND 300 mbps wireless,,61321,Operational and in good condition,Asset is Owned by LGU, N/A ,9/23/2016,5,Maricel M. Fajardo,Fortune High School,ICT Laboratory,BF1 - 8,ICT / SHS,
DO,Marikina City,Machinery and Equipment,Information and Communication Technology Equipment,1060503000,TP link TL - WA9101ND 300 mbps wireless,Not applicable,Not applicable,Not Applicable,TP link TL - WA9101ND 300 mbps wireless,,61322,Operational and in good condition,Asset is Owned by LGU, N/A ,9/23/2016,5,Maricel M. Fajardo,Fortune High School,ICT Laboratory,BF1 - 8,ICT / SHS,
DO,Marikina City,Machinery and Equipment,Information and Communication Technology Equipment,1060503000,Digital duplicator / Risograph,Not applicable,Not applicable,Not Applicable,Digital duplicator / Risograph,,61671,Operational and in good condition,Asset is Owned by LGU, N/A ,9/23/2016,5,Maricel M. Fajardo,Fortune High School,ICT Laboratory,BF1 - 8,ICT / SHS,
DO,Marikina City,Machinery and Equipment,Other Machinery and Equipment,1060599000,Automatic level,Not applicable,Not applicable,Not Applicable,Automatic level,,N/A,Operational and in good condition,Asset is Owned by LGU, N/A ,10/18/2016,5,Milvin Manalabe,Fortune High School,Carpentry shop,BF2 - 5,Carpentry / SHS,
DO,Marikina City,Machinery and Equipment,Other Machinery and Equipment,1060599000,Automatic level,Not applicable,Not applicable,Not Applicable,Automatic level,,N/A,Operational and in good condition,Asset is Owned by LGU, N/A ,10/18/2016,5,Milvin Manalabe,Fortune High School,Carpentry shop,BF2 - 5,Carpentry / SHS,
DO,Marikina City,Machinery and Equipment,Other Machinery and Equipment,1060599000,Portable jigsaw,Not applicable,Not applicable,Not Applicable,Portable jigsaw,,N/A,Operational and in good condition,Asset is Owned by LGU, N/A ,10/18/2016,5,Milvin Manalabe,Fortune High School,Carpentry shop,BF2 - 5,Carpentry / SHS,
DO,Marikina City,Machinery and Equipment,Other Machinery and Equipment,1060599000,Portable jigsaw,Not applicable,Not applicable,Not Applicable,Portable jigsaw,,N/A,Operational and in good condition,Asset is Owned by LGU, N/A ,10/18/2016,5,Milvin Manalabe,Fortune High School,Carpentry shop,BF2 - 5,Carpentry / SHS,
DO,Marikina City,Machinery and Equipment,Other Machinery and Equipment,1060599000,Portable jigsaw,Not applicable,Not applicable,Not Applicable,Portable jigsaw,,N/A,Operational and in good condition,Asset is Owned by LGU, N/A ,10/18/2016,5,Milvin Manalabe,Fortune High School,Carpentry shop,BF2 - 5,Carpentry / SHS,
DO,Marikina City,Machinery and Equipment,Other Machinery and Equipment,1060599000,Portable jigsaw,Not applicable,Not applicable,Not Applicable,Portable jigsaw,,N/A,Operational and in good condition,Asset is Owned by LGU, N/A ,10/18/2016,5,Milvin Manalabe,Fortune High School,Carpentry shop,BF2 - 5,Carpentry / SHS,
DO,Marikina City,Machinery and Equipment,Other Machinery and Equipment,1060599000,Portable electric drill,Not applicable,Not applicable,Not Applicable,Portable electric drill,,N/A,Operational and in good condition,Asset is Owned by LGU, N/A ,10/18/2016,5,Milvin Manalabe,Fortune High School,Carpentry shop,BF2 - 5,Carpentry / SHS,
DO,Marikina City,Machinery and Equipment,Other Machinery and Equipment,1060599000,Portable electric drill,Not applicable,Not applicable,Not Applicable,Portable electric drill,,N/A,Operational and in good condition,Asset is Owned by LGU, N/A ,10/18/2016,5,Milvin Manalabe,Fortune High School,Carpentry shop,BF2 - 5,Carpentry / SHS,
DO,Marikina City,Machinery and Equipment,Other Machinery and Equipment,1060599000,Portable electric drill,Not applicable,Not applicable,Not Applicable,Portable electric drill,,N/A,Operational and in good condition,Asset is Owned by LGU, N/A ,10/18/2016,5,Milvin Manalabe,Fortune High School,Carpentry shop,BF2 - 5,Carpentry / SHS,
DO,Marikina City,Machinery and Equipment,Other Machinery and Equipment,1060599000,Portable electric drill,Not applicable,Not applicable,Not Applicable,Portable electric drill,,N/A,Operational and in good condition,Asset is Owned by LGU, N/A ,10/18/2016,5,Milvin Manalabe,Fortune High School,Carpentry shop,BF2 - 5,Carpentry / SHS,
DO,Marikina City,Machinery and Equipment,Other Machinery and Equipment,1060599000,Portable planer,Not applicable,Not applicable,Not Applicable,Portable planer,,N/A,Operational and in good condition,Asset is Owned by LGU, N/A ,10/18/2016,5,Milvin Manalabe,Fortune High School,Carpentry shop,BF2 - 5,Carpentry / SHS,
DO,Marikina City,Machinery and Equipment,Other Machinery and Equipment,1060599000,Portable planer,Not applicable,Not applicable,Not Applicable,Portable planer,,N/A,Operational and in good condition,Asset is Owned by LGU, N/A ,10/18/2016,5,Milvin Manalabe,Fortune High School,Carpentry shop,BF2 - 5,Carpentry / SHS,
DO,Marikina City,Machinery and Equipment,Other Machinery and Equipment,1060599000,Portable planer,Not applicable,Not applicable,Not Applicable,Portable planer,,N/A,Operational and in good condition,Asset is Owned by LGU, N/A ,10/18/2016,5,Milvin Manalabe,Fortune High School,Carpentry shop,BF2 - 5,Carpentry / SHS,
DO,Marikina City,Machinery and Equipment,Other Machinery and Equipment,1060599000,Portable planer,Not applicable,Not applicable,Not Applicable,Portable planer,,N/A,Operational and in good condition,Asset is Owned by LGU, N/A ,10/18/2016,5,Milvin Manalabe,Fortune High School,Carpentry shop,BF2 - 5,Carpentry / SHS,
DO,Marikina City,Machinery and Equipment,Other Machinery and Equipment,1060599000,Portable circular saw,Not applicable,Not applicable,Not Applicable,Portable circular saw,,N/A,Operational and in good condition,Asset is Owned by LGU, N/A ,10/18/2016,5,Milvin Manalabe,Fortune High School,Carpentry shop,BF2 - 5,Carpentry / SHS,
DO,Marikina City,Machinery and Equipment,Other Machinery and Equipment,1060599000,Portable circular saw,Not applicable,Not applicable,Not Applicable,Portable circular saw,,N/A,Operational and in good condition,Asset is Owned by LGU, N/A ,10/18/2016,5,Milvin Manalabe,Fortune High School,Carpentry shop,BF2 - 5,Carpentry / SHS,
DO,Marikina City,Machinery and Equipment,Other Machinery and Equipment,1060599000,Portable circular saw,Not applicable,Not applicable,Not Applicable,Portable circular saw,,N/A,Operational and in good condition,Asset is Owned by LGU, N/A ,10/18/2016,5,Milvin Manalabe,Fortune High School,Carpentry shop,BF2 - 5,Carpentry / SHS,
